id,Affiliated Network,Fertility Clinic Name,Fertility Clinic Location Name,Full Address,City,Subdivision Code,Postal Code,Fertility Clinic Notes,Domain,Self - Pay Discount Rate (%),Point of Contact Email(s),Name
1120,US Fertility,"SHADY GROVE FERTILITY CENTER OF PENNSYLVANIA, PLL",Shady Grove - Allentown,"5018 Medical Center Circle, Suite 210 ",Allentown,US-PA,18106,NO discount on self pay services provided by the clinic,SGFertility.com,0%,sgfnewpatientcenter@sgfertility.com,
1121,US Fertility,"SHADY GROVE FERTILITY CENTER OF PENNSYLVANIA, PLL",Shady Grove - Newark,"111 Continental Drive, Suite 114 ",Newark,US-DE,19713,NO discount on self pay services provided by the clinic,usfertility.com,0%,sgfnewpatientcenter@sgfertility.com,
1122,US Fertility,"SHADY GROVE FERTILITY CENTER OF PENNSYLVANIA, PLL",Shady Grove - York,2200 South George Street ,York,US-PA,17403,NO discount on self pay services provided by the clinic,SGFertility.com,0%,sgfnewpatientcenter@sgfertility.com,
1123,US Fertility,"SHADY GROVE FERTILITY CENTER OF PENNSYLVANIA, PLL",Shady Grove - Lancaster,"205 Granite Run Drive., Suite 350 ",Lancaster,US-PA,17601,NO discount on self pay services provided by the clinic,ivfflorida.com,0%,sgfnewpatientcenter@sgfertility.com,
1124,US Fertility,"SHADY GROVE FERTILITY CENTER OF PENNSYLVANIA, PLL",Shady Grove - Lancaster,"205 Granite Run Drive., Suite 350 ",Lancaster,US-PA,17601,NO discount on self pay services provided by the clinic,rcsbayarea.com,0%,sgfnewpatientcenter@sgfertility.com,
1125,US Fertility,"SHADY GROVE FERTILITY CENTER OF PENNSYLVANIA, PLL",Shady Grove - Philadelphia,"1515 Market Street., Suite 1030 ",Philadelphia,US-PA,19102,NO discount on self pay services provided by the clinic,fcionline.com,0%,sgfnewpatientcenter@sgfertility.com,
1126,US Fertility,"SHADY GROVE FERTILITY CENTER OF PENNSYLVANIA, PLL",Shady Grove - Lancaster,"205 Granite Run Drive., Suite 350 ",Lancaster,US-PA,17601,NO discount on self pay services provided by the clinic,usfertility.com,0%,sgfnewpatientcenter@sgfertility.com,
1127,US Fertility,"SHADY GROVE FERTILITY CENTER OF PENNSYLVANIA, PLL",Shady Grove - Lancaster,"205 Granite Run Drive., Suite 350 ",Lancaster,US-PA,17601,NO discount on self pay services provided by the clinic,SGFertility.com,0%,sgfnewpatientcenter@sgfertility.com,
1128,US Fertility,"SHADY GROVE FERTILITY CENTER OF PENNSYLVANIA, PLL",Shady Grove - Lancaster,"205 Granite Run Drive., Suite 350 ",Lancaster,US-PA,17601,NO discount on self pay services provided by the clinic,fcionline.com,0%,sgfnewpatientcenter@sgfertility.com,
1129,US Fertility,"SHADY GROVE FERTILITY CENTER OF PENNSYLVANIA, PLL",Shady Grove - Mechanicsburg,"2005 Technology Parkway., Suite 340 ",Mechanicsburg,US-PA,17050,NO discount on self pay services provided by the clinic,ivfflorida.com,0%,sgfnewpatientcenter@sgfertility.com,
1130,US Fertility,"SHADY GROVE FERTILITY CENTER OF PENNSYLVANIA, PLL",Shady Grove - Mechanicsburg,"2005 Technology Parkway., Suite 340 ",Mechanicsburg,US-PA,17050,NO discount on self pay services provided by the clinic,rcsbayarea.com,0%,sgfnewpatientcenter@sgfertility.com,
1131,US Fertility,"SHADY GROVE FERTILITY CENTER OF PENNSYLVANIA, PLL",Shady Grove - Mechanicsburg,"2005 Technology Parkway., Suite 340 ",Mechanicsburg,US-PA,17050,NO discount on self pay services provided by the clinic,usfertility.com,0%,sgfnewpatientcenter@sgfertility.com,
1132,US Fertility,"SHADY GROVE FERTILITY CENTER OF PENNSYLVANIA, PLL",Shady Grove - Philadelphia,"1515 Market Street., Suite 1030 ",Philadelphia,US-PA,19102,NO discount on self pay services provided by the clinic,SGFertility.com,0%,sgfnewpatientcenter@sgfertility.com,
1133,US Fertility,"SHADY GROVE FERTILITY CENTER OF PENNSYLVANIA, PLL",Shady Grove - Mechanicsburg,"2005 Technology Parkway., Suite 340 ",Mechanicsburg,US-PA,17050,NO discount on self pay services provided by the clinic,SGFertility.com,0%,sgfnewpatientcenter@sgfertility.com,
1134,US Fertility,"SHADY GROVE FERTILITY CENTER OF PENNSYLVANIA, PLL",Shady Grove - Mechanicsburg,"2005 Technology Parkway., Suite 340 ",Mechanicsburg,US-PA,17050,NO discount on self pay services provided by the clinic,fcionline.com,0%,sgfnewpatientcenter@sgfertility.com,
1135,US Fertility,"SHADY GROVE FERTILITY CENTER OF PENNSYLVANIA, PLL",Shady Grove - Chesterbrook,735 Chesterbrook Blvd. ,Chesterbrook,US-PA,19087,NO discount on self pay services provided by the clinic,ivfflorida.com,0%,sgfnewpatientcenter@sgfertility.com,
1136,US Fertility,"SHADY GROVE FERTILITY CENTER OF PENNSYLVANIA, PLL",Shady Grove - Chesterbrook,735 Chesterbrook Blvd. ,Chesterbrook,US-PA,19087,NO discount on self pay services provided by the clinic,rcsbayarea.com,0%,sgfnewpatientcenter@sgfertility.com,
1137,US Fertility,"SHADY GROVE FERTILITY CENTER OF PENNSYLVANIA, PLL",Shady Grove - Chesterbrook,735 Chesterbrook Blvd. ,Chesterbrook,US-PA,19087,NO discount on self pay services provided by the clinic,usfertility.com,0%,sgfnewpatientcenter@sgfertility.com,
1138,US Fertility,"SHADY GROVE FERTILITY CENTER OF PENNSYLVANIA, PLL",Shady Grove - Chesterbrook,735 Chesterbrook Blvd. ,Chesterbrook,US-PA,19087,NO discount on self pay services provided by the clinic,SGFertility.com,0%,sgfnewpatientcenter@sgfertility.com,
1139,US Fertility,"SHADY GROVE FERTILITY CENTER OF PENNSYLVANIA, PLL",Shady Grove - Chesterbrook,735 Chesterbrook Blvd. ,Chesterbrook,US-PA,19087,NO discount on self pay services provided by the clinic,fcionline.com,0%,sgfnewpatientcenter@sgfertility.com,
1144,Ivy Fertility,San Diego Fertility Center,San Diego Fertility Center - Mission Valley,"591 Camino De La Reina, Ste 1250, ",San Diego,US-CA,92108,15% discount on self pay services provided by the clinic,ivyfertility.com,15%,newpatient@sdfertility.com,
1145,Ivy Fertility,San Diego Fertility Center,San Diego Fertility Center - New York City,"501 Fifth Avenue, Ste 1900 ",New York City,US-NY,10017,15% discount on self pay services provided by the clinic,ivyfertility.com,15%,newpatient@sdfertility.com,
1146,Ivy Fertility,San Diego Fertility Center,San Diego Fertility Center - Del Mar,1425 El Camino Real ,San Diego,US-CA,92130,15% discount on self pay services provided by the clinic,sdfertility.com,15%,newpatient@sdfertility.com,
1147,Ivy Fertility,San Diego Fertility Center,San Diego Fertility Center - Temecula Valley,"44274 George Cushman Court, Ste 201 ",Temecula,US-CA,92592,15% discount on self pay services provided by the clinic,reproductivepartners.com,15%,newpatient@sdfertility.com,
1148,Ivy Fertility,San Diego Fertility Center,San Diego Fertility Center - Temecula Valley,"44274 George Cushman Court, Ste 201 ",Temecula,US-CA,92592,15% discount on self pay services provided by the clinic,sdfertility.com,15%,newpatient@sdfertility.com,
1149,Ivy Fertility,San Diego Fertility Center,San Diego Fertility Center - Temecula Valley,"44274 George Cushman Court, Ste 201 ",Temecula,US-CA,92592,15% discount on self pay services provided by the clinic,ivyfertility.com,15%,newpatient@sdfertility.com,
1150,Ivy Fertility,San Diego Fertility Center,San Diego Fertility Center - Del Mar,1425 El Camino Real ,San Diego,US-CA,92130,15% discount on self pay services provided by the clinic,reproductivepartners.com,15%,newpatient@sdfertility.com,
1151,Ivy Fertility,San Diego Fertility Center,San Diego Fertility Center - New York City,"501 Fifth Avenue, Ste 1900 ",New York City,US-NY,10017,15% discount on self pay services provided by the clinic,reproductivepartners.com,15%,newpatient@sdfertility.com,
1152,Ivy Fertility,San Diego Fertility Center,San Diego Fertility Center - Del Mar,1425 El Camino Real ,San Diego,US-CA,92130,15% discount on self pay services provided by the clinic,ivyfertility.com,15%,newpatient@sdfertility.com,
1153,Ivy Fertility,San Diego Fertility Center,San Diego Fertility Center - Mission Valley,"591 Camino De La Reina, Ste 1250, ",San Diego,US-CA,92108,15% discount on self pay services provided by the clinic,reproductivepartners.com,15%,newpatient@sdfertility.com,
1154,Ivy Fertility,San Diego Fertility Center,San Diego Fertility Center - Mission Valley,"591 Camino De La Reina, Ste 1250, ",San Diego,US-CA,92108,15% discount on self pay services provided by the clinic,sdfertility.com,15%,newpatient@sdfertility.com,
1155,Ivy Fertility,San Diego Fertility Center,San Diego Fertility Center - New York City,"501 Fifth Avenue, Ste 1900 ",New York City,US-NY,10017,15% discount on self pay services provided by the clinic,sdfertility.com,15%,newpatient@sdfertility.com,
1181,Prelude Network,Tennessee Fertility Institute ,Tennessee Fertility Institute - Nashville,"2201 Murphy Avenue, Suite 401 ",Nashville,US-TN,37203,20% discount on self pay services provided by the clinic,inceptionllc.com,20%, dpacheco@inceptionllc.com,
1182,Prelude Network,Tennessee Fertility Institute ,Tennessee Fertility Institute - Nashville,"2201 Murphy Avenue, Suite 401 ",Nashville,US-TN,37203,20% discount on self pay services provided by the clinic,rbaivf.com,20%, dpacheco@inceptionllc.com,
1183,Prelude Network,Tennessee Fertility Institute ,Tennessee Fertility Institute - Franklin,"9160 Carothers Parkway, Suite 201 & 202 ",Franklin,US-TN,37067,20% discount on self pay services provided by the clinic,tnfertility.com,20%, dpacheco@inceptionllc.com,
1184,Prelude Network,Tennessee Fertility Institute ,Tennessee Fertility Institute - Franklin,"9160 Carothers Parkway, Suite 201 & 202 ",Franklin,US-TN,37067,20% discount on self pay services provided by the clinic,inceptionllc.com,20%, dpacheco@inceptionllc.com,
1185,Prelude Network,Tennessee Fertility Institute ,Tennessee Fertility Institute - Franklin,"9160 Carothers Parkway, Suite 201 & 202 ",Franklin,US-TN,37067,20% discount on self pay services provided by the clinic,rbaivf.com,20%, dpacheco@inceptionllc.com,
1186,Prelude Network,Tennessee Fertility Institute ,Tennessee Fertility Institute - Nashville,"2201 Murphy Avenue, Suite 401 ",Nashville,US-TN,37203,20% discount on self pay services provided by the clinic,tnfertility.com,20%, dpacheco@inceptionllc.com,
1212,Ivy Fertility ,Utah Fertility Center,Utah Fertility Center - Park City,"900 Round Valley Drive, Ste 200 ",Park City,US-UT,84060,15% discount on self pay services provided by the clinic.  ,ivyfertility.com,15%,"Newpatientcoordinator@utahfertility.com

Please make sure it has the following:

Name/Partner name

DOBs

Email address (separate ones for each person)

Phone # (separate for each)",
1213,Ivy Fertility ,Utah Fertility Center,Utah Fertility Center - Pleasant Grove,1446 W. Pleasant Grove Blvd ,Pleasant Grove,US-UT,84062,15% discount on self pay services provided by the clinic.  ,utahfertility.com,15%,"Newpatientcoordinator@utahfertility.com

Please make sure it has the following:

Name/Partner name

DOBs

Email address (separate ones for each person)

Phone # (separate for each)",
1214,Ivy Fertility ,Utah Fertility Center,Utah Fertility Center - St. George,"295 S. 1470 E, Ste 100 ",St. George,US-UT,84790,15% discount on self pay services provided by the clinic.  ,ivyfertility.com,15%,"Newpatientcoordinator@utahfertility.com

Please make sure it has the following:

Name/Partner name

DOBs

Email address (separate ones for each person)

Phone # (separate for each)",
1215,Ivy Fertility ,Utah Fertility Center,Utah Fertility Center - Pleasant Grove,1446 W. Pleasant Grove Blvd ,Pleasant Grove,US-UT,84062,15% discount on self pay services provided by the clinic.  ,ivyfertility.com,15%,"Newpatientcoordinator@utahfertility.com

Please make sure it has the following:

Name/Partner name

DOBs

Email address (separate ones for each person)

Phone # (separate for each)",
1216,Ivy Fertility ,Utah Fertility Center,Utah Fertility Center - Midvale,7050 Union Park Ave. Ste 500 ,Midvale,US-UT,84405,15% discount on self pay services provided by the clinic.  ,utahfertility.com,15%,"Newpatientcoordinator@utahfertility.com

Please make sure it has the following:

Name/Partner name

DOBs

Email address (separate ones for each person)

Phone # (separate for each)",
1217,Ivy Fertility ,Utah Fertility Center,Utah Fertility Center - Midvale,7050 Union Park Ave. Ste 500 ,Midvale,US-UT,84405,15% discount on self pay services provided by the clinic.  ,ivyfertility.com,15%,"Newpatientcoordinator@utahfertility.com

Please make sure it has the following:

Name/Partner name

DOBs

Email address (separate ones for each person)

Phone # (separate for each)",
1218,Ivy Fertility ,Utah Fertility Center,Utah Fertility Center - Park City,"900 Round Valley Drive, Ste 200 ",Park City,US-UT,84060,15% discount on self pay services provided by the clinic.  ,nevadafertility.com,15%,"Newpatientcoordinator@utahfertility.com

Please make sure it has the following:

Name/Partner name

DOBs

Email address (separate ones for each person)

Phone # (separate for each)",
1219,Ivy Fertility ,Utah Fertility Center,Utah Fertility Center - Midvale,7050 Union Park Ave. Ste 500 ,Midvale,US-UT,84405,15% discount on self pay services provided by the clinic.  ,nevadafertility.com,15%,"Newpatientcoordinator@utahfertility.com

Please make sure it has the following:

Name/Partner name

DOBs

Email address (separate ones for each person)

Phone # (separate for each)",
1220,Ivy Fertility ,Utah Fertility Center,Utah Fertility Center - Pleasant Grove,1446 W. Pleasant Grove Blvd ,Pleasant Grove,US-UT,84062,15% discount on self pay services provided by the clinic.  ,nevadafertility.com,15%,"Newpatientcoordinator@utahfertility.com

Please make sure it has the following:

Name/Partner name

DOBs

Email address (separate ones for each person)

Phone # (separate for each)",
1221,Ivy Fertility ,Utah Fertility Center,Utah Fertility Center - South Ogden,"1452 E Ridgeline Dr, Ste 100 ",Ogden,US-UT,84405,15% discount on self pay services provided by the clinic.  ,nevadafertility.com,15%,"Newpatientcoordinator@utahfertility.com

Please make sure it has the following:

Name/Partner name

DOBs

Email address (separate ones for each person)

Phone # (separate for each)",
1222,Ivy Fertility ,Utah Fertility Center,Utah Fertility Center - South Ogden,"1452 E Ridgeline Dr, Ste 100 ",Ogden,US-UT,84405,15% discount on self pay services provided by the clinic.  ,utahfertility.com,15%,"Newpatientcoordinator@utahfertility.com

Please make sure it has the following:

Name/Partner name

DOBs

Email address (separate ones for each person)

Phone # (separate for each)",
1223,Ivy Fertility ,Utah Fertility Center,Utah Fertility Center - South Ogden,"1452 E Ridgeline Dr, Ste 100 ",Ogden,US-UT,84405,15% discount on self pay services provided by the clinic.  ,ivyfertility.com,15%,"Newpatientcoordinator@utahfertility.com

Please make sure it has the following:

Name/Partner name

DOBs

Email address (separate ones for each person)

Phone # (separate for each)",
1224,Ivy Fertility ,Utah Fertility Center,Utah Fertility Center - St. George,"295 S. 1470 E, Ste 100 ",St. George,US-UT,84790,15% discount on self pay services provided by the clinic.  ,nevadafertility.com,15%,"Newpatientcoordinator@utahfertility.com

Please make sure it has the following:

Name/Partner name

DOBs

Email address (separate ones for each person)

Phone # (separate for each)",
1225,Ivy Fertility ,Utah Fertility Center,Utah Fertility Center - St. George,"295 S. 1470 E, Ste 100 ",St. George,US-UT,84790,15% discount on self pay services provided by the clinic.  ,utahfertility.com,15%,"Newpatientcoordinator@utahfertility.com

Please make sure it has the following:

Name/Partner name

DOBs

Email address (separate ones for each person)

Phone # (separate for each)",
1226,Ivy Fertility ,Utah Fertility Center,Utah Fertility Center - Park City,"900 Round Valley Drive, Ste 200 ",Park City,US-UT,84060,15% discount on self pay services provided by the clinic.  ,utahfertility.com,15%,"Newpatientcoordinator@utahfertility.com

Please make sure it has the following:

Name/Partner name

DOBs

Email address (separate ones for each person)

Phone # (separate for each)",
1228,US Fertility,"Virginia Fertility Associates, LLC d/b/a SGF Richmond   d/b/a SGF Jones Institute",Shady Grove - Roanoke,1231 S. Jefferson St ,Roanoke,US-VA,24016,NO discount on self pay services provided by the clinic,ivfflorida.com,0%,sgfnewpatientcenter@sgfertility.com,
1229,US Fertility,"Virginia Fertility Associates, LLC d/b/a SGF Richmond   d/b/a SGF Jones Institute",Shady Grove - Roanoke,1231 S. Jefferson St ,Roanoke,US-VA,24016,NO discount on self pay services provided by the clinic,rcsbayarea.com,0%,sgfnewpatientcenter@sgfertility.com,
1230,US Fertility,"Virginia Fertility Associates, LLC d/b/a SGF Richmond   d/b/a SGF Jones Institute",Shady Grove - Roanoke,1231 S. Jefferson St ,Roanoke,US-VA,24016,NO discount on self pay services provided by the clinic,fcionline.com,0%,sgfnewpatientcenter@sgfertility.com,
1231,US Fertility,"Virginia Fertility Associates, LLC d/b/a SGF Richmond   d/b/a SGF Jones Institute",Shady Grove - Roanoke,1231 S. Jefferson St ,Roanoke,US-VA,24016,NO discount on self pay services provided by the clinic,usfertility.com,0%,sgfnewpatientcenter@sgfertility.com,
1232,US Fertility,"Virginia Fertility Associates, LLC d/b/a SGF Richmond   d/b/a SGF Jones Institute",Shady Grove - Roanoke,1231 S. Jefferson St ,Roanoke,US-VA,24016,NO discount on self pay services provided by the clinic,SGFertility.com,0%,sgfnewpatientcenter@sgfertility.com,
1233,US Fertility,"Virginia Fertility Associates, LLC d/b/a SGF Richmond   d/b/a SGF Jones Institute",Shady Grove - Norfolk,601 Colley Avenue ,Norfolk,US-VA,23507,NO discount on self pay services provided by the clinic,rcsbayarea.com,0%,sgfnewpatientcenter@sgfertility.com,
1234,US Fertility,"Virginia Fertility Associates, LLC d/b/a SGF Richmond   d/b/a SGF Jones Institute",Shady Grove - Norfolk,601 Colley Avenue ,Norfolk,US-VA,23507,NO discount on self pay services provided by the clinic,fcionline.com,0%,sgfnewpatientcenter@sgfertility.com,
1235,US Fertility,"Virginia Fertility Associates, LLC d/b/a SGF Richmond   d/b/a SGF Jones Institute",Shady Grove - Norfolk,601 Colley Avenue ,Norfolk,US-VA,23507,NO discount on self pay services provided by the clinic,usfertility.com,0%,sgfnewpatientcenter@sgfertility.com,
1236,US Fertility,"Virginia Fertility Associates, LLC d/b/a SGF Richmond   d/b/a SGF Jones Institute",Shady Grove - Norfolk,601 Colley Avenue ,Norfolk,US-VA,23507,NO discount on self pay services provided by the clinic,ivfflorida.com,0%,sgfnewpatientcenter@sgfertility.com,
